Fold,Test_File,True_Label,Predicted_Label,Count
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,B-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,B-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,B-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,B-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,B-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,B-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,B-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,I-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,I-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,I-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,I-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,I-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,I-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,I-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,I-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,I-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,I-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,I-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Instrument,O,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,B-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,B-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,B-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,B-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,B-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,B-Location,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,B-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,B-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,B-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,B-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,B-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,I-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,I-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,I-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,I-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,I-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,I-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,I-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,I-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,I-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,I-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,I-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Location,O,5
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,B-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,B-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,B-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,B-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,B-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,B-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,B-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,B-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,B-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,B-Target,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,B-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,I-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,I-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,I-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,I-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,I-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,I-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,I-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,I-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,I-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,I-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,I-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Path,O,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,B-Agent,2
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,B-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,B-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,B-Cargo,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,B-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,B-Location,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,B-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,B-Patient,12
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,B-Source,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,B-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,B-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,I-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,I-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,I-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,I-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,I-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,I-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,I-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,I-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,I-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,I-Target,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,I-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Patient,O,9
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,B-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,B-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,B-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,B-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,B-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,B-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,B-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,B-Patient,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,B-Source,2
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,B-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,B-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,I-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,I-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,I-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,I-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,I-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,I-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,I-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,I-Patient,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,I-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,I-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,I-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Source,O,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,B-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,B-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,B-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,B-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,B-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,B-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,B-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,B-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,B-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,B-Target,5
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,B-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,I-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,I-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,I-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,I-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,I-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,I-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,I-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,I-Patient,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,I-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,I-Target,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,I-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Target,O,2
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,B-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,B-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,B-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,B-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,B-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,B-Location,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,B-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,B-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,B-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,B-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,B-Time,4
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,I-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,I-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,I-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,I-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,I-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,I-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,I-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,I-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,I-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,I-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,I-Time,3
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,B-Time,O,2
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,B-Agent,2
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,B-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,B-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,B-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,B-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,B-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,B-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,B-Patient,2
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,B-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,B-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,B-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,I-Agent,11
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,I-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,I-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,I-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,I-Instrument,5
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,I-Location,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,I-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,I-Patient,3
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,I-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,I-Target,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,I-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Agent,O,30
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,B-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,B-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,B-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,B-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,B-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,B-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,B-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,B-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,B-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,B-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,B-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,I-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,I-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,I-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,I-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,I-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,I-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,I-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,I-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,I-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,I-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,I-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-AgentPatient,O,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,B-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,B-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,B-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,B-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,B-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,B-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,B-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,B-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,B-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,B-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,B-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,I-Agent,2
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,I-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,I-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,I-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,I-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,I-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,I-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,I-Patient,6
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,I-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,I-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,I-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Benefactive,O,9
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,B-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,B-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,B-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,B-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,B-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,B-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,B-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,B-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,B-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,B-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,B-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,I-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,I-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,I-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,I-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,I-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,I-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,I-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,I-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,I-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,I-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,I-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Cargo,O,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,B-Agent,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,B-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,B-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,B-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,B-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,B-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,B-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,B-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,B-Source,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,B-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,B-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,I-Agent,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,I-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,I-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,I-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,I-Instrument,1
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,I-Location,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,I-Path,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,I-Patient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,I-Source,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,I-Target,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,I-Time,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Instrument,O,5
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Location,B-Agent,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Location,B-AgentPatient,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Location,B-Benefactive,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Location,B-Cargo,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Location,B-Instrument,0
9,preannotated-NL-HaNA_1.04.02_1066_0269-0270 -1618 -,I-Location,B-Location,0
